calibration_policy,calibration_val_balanced_accuracy,calibration_val_fpr,calibration_val_tpr,encoder_seed,generalization_gap_auroc,generalization_gap_bal_acc,holdout_fpr,linear_c,normalization,readout,test_clean_auroc,test_clean_balanced_accuracy,threshold,train_auroc,train_balanced_accuracy,val_clean_auroc,val_clean_balanced_accuracy,val_moderate_auroc,val_moderate_balanced_accuracy,val_onset_auroc,val_onset_balanced_accuracy,val_recovery_auroc,val_recovery_balanced_accuracy
fpr_constrained,0.5833333333333333,0.047619047619047616,0.21428571428571427,323,0.429705215419501,-0.03571428571428559,0.05576923076923077,10.0,dataset_zscore,linear,0.645124716553288,0.5238095238095238,8.459617277520548,1.0,0.5476190476190477,0.570294784580499,0.5833333333333333,0.5887188208616779,0.5476190476190476,0.765625,0.5,0.125,0.5625
fpr_constrained,0.5595238095238095,0.16666666666666666,0.2857142857142857,223,0.41496598639455773,0.2579365079365079,0.13653846153846153,0.01,dataset_zscore,linear,0.6405895691609977,0.5238095238095238,1.1601649506684415,1.0,0.8174603174603174,0.5850340136054423,0.5595238095238095,0.6133786848072562,0.5178571428571429,0.734375,0.5,0.05555555555555555,0.2222222222222222
best_balanced,0.5595238095238095,0.47619047619047616,0.5952380952380952,123,0.3551902242378432,0.2420634920634921,0.4230769230769231,nan,dataset_zscore,prototype,0.5354308390022676,0.5119047619047619,0.0020000000000000573,0.8699294532627865,0.8015873015873016,0.5147392290249433,0.5595238095238095,0.48554421768707484,0.5178571428571428,0.625,0.5,0.3125,0.3611111111111111
fpr_constrained,0.5476190476190477,0.16666666666666666,0.2619047619047619,223,0.4274376417233561,0.376984126984127,0.14807692307692308,0.1,dataset_zscore,linear,0.6162131519274376,0.4880952380952381,2.428535481138249,1.0,0.9246031746031746,0.5725623582766439,0.5476190476190477,0.5983560090702947,0.5119047619047619,0.6875,0.5,0.08333333333333334,0.2777777777777778
fpr_constrained,0.5476190476190477,0.16666666666666666,0.2619047619047619,223,0.44557823129251695,0.45238095238095233,0.16346153846153846,10.0,dataset_zscore,linear,0.6014739229024944,0.5119047619047619,4.784419999951315,1.0,1.0,0.554421768707483,0.5476190476190477,0.5839002267573696,0.5297619047619048,0.65625,0.5,0.1388888888888889,0.2777777777777778
fpr_constrained,0.5476190476190476,0.14285714285714285,0.23809523809523808,223,0.4410430839002266,0.42460317460317465,0.13846153846153847,1.0,dataset_zscore,linear,0.6060090702947846,0.4880952380952381,4.042790792547424,1.0,0.9722222222222222,0.5589569160997734,0.5476190476190476,0.5856009070294784,0.5119047619047619,0.671875,0.5,0.09722222222222222,0.3333333333333333
best_balanced,0.5238095238095238,0.09523809523809523,0.14285714285714285,223,0.44485386747291517,0.1071428571428571,0.08653846153846154,nan,dataset_zscore,prototype,0.5096371882086167,0.5119047619047619,0.03199999999999997,0.868039808515999,0.6309523809523809,0.4231859410430839,0.5238095238095238,0.4581916099773243,0.5119047619047619,0.828125,0.5625,0.5555555555555556,0.6319444444444444
fpr_constrained,0.5238095238095238,0.09523809523809523,0.14285714285714285,223,0.44485386747291517,0.1071428571428571,0.08653846153846154,nan,dataset_zscore,prototype,0.5096371882086167,0.5119047619047619,0.03199999999999997,0.868039808515999,0.6309523809523809,0.4231859410430839,0.5238095238095238,0.4581916099773243,0.5119047619047619,0.828125,0.5625,0.5555555555555556,0.6319444444444444
fpr_constrained,0.5238095238095238,0.16666666666666666,0.21428571428571427,123,0.3551902242378432,0.12301587301587291,0.13653846153846153,nan,dataset_zscore,prototype,0.5354308390022676,0.5238095238095237,0.025999999999999968,0.8699294532627865,0.6468253968253967,0.5147392290249433,0.5238095238095238,0.48554421768707484,0.48809523809523814,0.625,0.5625,0.3125,0.3888888888888889
fpr_constrained,0.5,0.0,0.0,123,0.0,0.0,0.0,nan,none,prototype,0.5,0.5,inf,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
